sample_id,phonogram
DR2_HLM0_SX210,"[[12.6917095  12.715214   12.809015   ... 11.199537   11.199587
  11.199556  ]
 [-1.981458   -1.9710997  -1.9996992  ... -0.86222124 -0.8622488
  -0.8622357 ]
 [-0.63263744 -0.646818   -0.4683522  ...  0.2312694   0.2312884
   0.23130682]
 ...
 [-0.3384241  -0.44837743 -0.61906123 ... -1.3989356  -1.3989221
  -1.3989775 ]
 [ 0.12682693  0.10433124  0.01551328 ... -1.5330906  -1.5330873
  -1.5330553 ]
 [-5.5777836  -5.5540056  -5.4670353  ... -4.748209   -4.7482147
  -4.7482324 ]]"
DR2_HLM0_SX300,"[[12.962042   12.956297   12.791179   ... 12.012311   12.0111475
  12.010677  ]
 [-2.7210958  -2.7659683  -2.824286   ... -1.928411   -1.9280194
  -1.9278147 ]
 [ 0.19795612  0.13394836 -0.09484258 ...  0.20949283  0.20905575
   0.20881435]
 ...
 [ 0.16772613  0.08910307 -0.08015254 ... -2.2040815  -2.2049634
  -2.2052364 ]
 [ 0.6566429   0.7472237   1.1259294  ... -1.6329656  -1.6339447
  -1.6344138 ]
 [-5.749377   -5.817401   -6.016755   ... -4.655532   -4.6547337
  -4.6544194 ]]"
DR2_HLM0_SX349,"[[ 1.32598877e+01  1.33792725e+01  9.90843391e+00 ...  9.90804291e+00
   9.90772247e+00  9.90776062e+00]
 [-1.81279111e+00 -1.88264358e+00  1.19722247e-01 ...  1.20314211e-01
   1.20253637e-01  1.20200530e-01]
 [ 6.03412390e-02  1.26593113e-02  9.17116284e-01 ...  9.16523755e-01
   9.16813791e-01  9.16813016e-01]
 ...
 [-1.23164386e-01 -2.02900082e-01 -1.46379530e+00 ... -1.46346581e+00
  -1.46382284e+00 -1.46387982e+00]
 [-2.31480932e+00 -2.32549572e+00 -2.58899403e+00 ... -2.58884120e+00
  -2.58905101e+00 -2.58901167e+00]
 [-4.26269341e+00 -4.28202152e+00 -3.07493806e+00 ... -3.07501173e+00
  -3.07456470e+00 -3.07462549e+00]]"
DR2_HLM0_SX390,"[[ 8.939447    8.940903    8.941228   ...  8.960356    9.47449
   8.935668  ]
 [-1.0302663  -1.0309676  -1.0312642  ... -1.0500903  -2.8554883
  -1.0288146 ]
 [ 0.2797621   0.2804069   0.28070885 ...  0.2624011  -1.4159336
   0.2779301 ]
 ...
 [-2.1474075  -2.1471696  -2.1470573  ... -2.1418805  -1.1981133
  -2.1480947 ]
 [-1.6973517  -1.6978831  -1.6980801  ... -1.6697103   0.1242085
  -1.6956025 ]
 [-2.778383   -2.7786942  -2.778727   ... -2.8091884  -4.2572265
  -2.7777696 ]]"
DR2_JKL0_SA1,"[[ 8.896481    8.870437    8.862291   ...  8.563024    8.854954
   8.85159   ]
 [-0.59666044 -0.58590734 -0.583014   ... -1.7640021  -1.7707536
  -0.57884   ]
 [ 0.04816314  0.04476824  0.04392064 ... -0.5321655  -0.51438653
   0.04197347]
 ...
 [-1.7186375  -1.7227434  -1.7243485  ... -1.3702099  -1.3492095
  -1.7259691 ]
 [-2.3312213  -2.338531   -2.340645   ...  0.39480373  0.23227486
  -2.3429065 ]
 [-3.7398643  -3.7277207  -3.724038   ... -4.679992   -4.7005
  -3.719843  ]]"
DR2_JKL0_SA2,"[[13.429638   13.462328   13.475931   ... 10.495425   10.495429
  10.495421  ]
 [-2.3078978  -2.3954005  -2.4137933  ... -0.4956963  -0.49568075
  -0.4956696 ]
 [-0.87868077 -0.87365496 -0.8407487  ... -0.9477246  -0.94772536
  -0.9477241 ]
 ...
 [ 0.16395606  0.08390081  0.01902768 ... -1.9592919  -1.9592977
  -1.9593062 ]
 [-0.4106281  -0.4344253  -0.4679906  ... -2.5176551  -2.5176604
  -2.5176468 ]
 [-5.9285965  -5.9199     -5.891465   ... -4.927365   -4.9273434
  -4.9273424 ]]"
DR2_JKL0_SI1562,"[[ 8.379811    8.380323    8.380713   ...  7.3905525   7.7357874
   8.37715   ]
 [-0.3475594  -0.34805202 -0.34839845 ... -0.77917504 -0.7942406
  -0.34482345]
 [-0.95113575 -0.9507015  -0.95020735 ... -1.9983978  -2.0291233
  -0.9537756 ]
 ...
 [-3.688425   -3.6887183  -3.689108   ... -2.1692472  -2.0539103
  -3.687897  ]
 [-2.1930323  -2.1924856  -2.1920207  ...  0.15872154  0.19529021
  -2.1933885 ]
 [-4.582566   -4.5829577  -4.583186   ... -5.8861957  -6.00828
  -4.5820785 ]]"
DR2_JKL0_SI2192,"[[12.201896   12.290837   12.375427   ... 11.449749   11.449742
  11.4496765 ]
 [-1.837286   -1.8247592  -1.8412368  ... -0.54812014 -0.54814506
  -0.5479878 ]
 [-1.3777721  -1.3634512  -1.3467052  ... -0.71414125 -0.71409243
  -0.71421343]
 ...
 [ 0.37848234  0.32850122  0.1911572  ... -2.8862731  -2.8862686
  -2.8863444 ]
 [-1.490889   -1.5391923  -1.6397632  ... -1.6315832  -1.6316302
  -1.631582  ]
 [-4.7078843  -4.7350206  -4.711695   ... -4.843829   -4.843794
  -4.8437805 ]]"
DR2_JKL0_SI932,"[[12.189395   12.31167    12.381268   ...  8.153127    8.883785
   9.650291  ]
 [-1.958915   -1.9738071  -1.975451   ... -3.0711231  -2.9110274
  -0.9084434 ]
 [-0.4299127  -0.34226608 -0.2810855  ... -0.96521544 -1.0405604
   0.2556602 ]
 ...
 [-0.44046772 -0.6090921  -0.77641976 ... -1.0378764  -1.0275363
  -2.0784624 ]
 [-1.4182796  -1.4079914  -1.4215577  ...  0.4541606  -0.04070279
  -2.6476452 ]
 [-4.6061645  -4.6101036  -4.5834565  ... -3.9198365  -3.9192424
  -2.944491  ]]"
DR2_JKL0_SX122,"[[11.313928   11.268091   11.14823    ...  9.805258    9.805168
   9.805187  ]
 [-2.218576   -2.2103844  -2.2555666  ... -0.97293526 -0.97293234
  -0.97295326]
 [-0.04693985 -0.21314996 -0.49880797 ...  0.4937069   0.49373528
   0.49376583]
 ...
 [-0.65618944 -0.5639451  -0.23960528 ... -2.5226564  -2.5227885
  -2.5228176 ]
 [-1.1888597  -1.1585643  -0.967211   ... -1.8503342  -1.8503315
  -1.8503119 ]
 [-4.8993483  -4.905576   -5.0352526  ... -4.0158434  -4.0157914
  -4.0158    ]]"
DR2_JKL0_SX212,"[[13.104947   13.109845   13.216967   ... 10.422204   10.422157
  10.422144  ]
 [-1.9667337  -2.0868535  -2.0337849  ... -0.2985097  -0.29847416
  -0.29846817]
 [-0.21985325 -0.29685593 -0.32475528 ...  0.512547    0.5125343
   0.51253617]
 ...
 [-0.1972475  -0.4294592  -0.59651935 ... -1.5980217  -1.5980523
  -1.598058  ]
 [-1.0477841  -1.0478852  -0.9711485  ... -1.162837   -1.1628015
  -1.1627953 ]
 [-4.903872   -4.927051   -4.98203    ... -4.0079494  -4.007941
  -4.007938  ]]"
DR2_JKL0_SX302,"[[ 1.23033752e+01  1.22867374e+01  1.22881317e+01 ...  1.01964035e+01
   1.01962509e+01  1.01964436e+01]
 [-2.12451982e+00 -2.15705347e+00 -2.18801928e+00 ... -3.10223997e-01
  -3.10163498e-01 -3.10234606e-01]
 [-5.07949531e-01 -5.57235658e-01 -6.10745370e-01 ...  5.68852186e-01
   5.68776965e-01  5.68867922e-01]
 ...
 [ 2.54134655e-01  6.51165843e-03 -1.20187372e-01 ... -2.80345082e+00
  -2.80348897e+00 -2.80339861e+00]
 [-7.68728018e-01 -7.66266644e-01 -7.39504457e-01 ... -1.22851562e+00
  -1.22847188e+00 -1.22858834e+00]
 [-5.80439091e+00 -5.78198528e+00 -5.80378246e+00 ... -3.95029736e+00
  -3.95028377e+00 -3.95027518e+00]]"
DR2_JKL0_SX32,"[[ 9.153271    9.151226    9.203515   ...  7.3242645   9.081364
   9.08167   ]
 [-2.1688147  -2.1682596  -2.167458   ... -3.4060888  -2.1496391
  -2.1491055 ]
 [ 0.22769035  0.22827281  0.23318222 ... -2.1092947   0.22180639
   0.2222854 ]
 ...
 [-3.1777294  -3.1805391  -3.1355329  ... -0.9218747  -3.2309806
  -3.230794  ]
 [ 0.13009685  0.12831303  0.10206182 ...  3.9972076   0.14009331
   0.139089  ]
 [-3.6576939  -3.6528983  -3.6751547  ... -5.773575   -3.6065145
  -3.6057162 ]]"
DR2_JKL0_SX392,"[[ 9.691089   11.781286   11.740892   ...  9.622516    9.622494
   9.622852  ]
 [-0.582847   -0.61391926 -1.8349419  ... -0.5644497  -0.5643673
  -0.5643558 ]
 [ 0.6658186  -0.57729584 -1.2167121  ...  0.6761352   0.6765361
   0.6764977 ]
 ...
 [-1.4448063  -1.4097157  -0.70823735 ... -1.4023155  -1.4016066
  -1.4017434 ]
 [-2.6761591  -1.854705   -1.528194   ... -2.676587   -2.6768174
  -2.6769257 ]
 [-3.0563178  -4.522315   -5.299399   ... -3.0183468  -3.0182662
  -3.0182762 ]]"
DR2_KAA0_SA1,"[[13.42583    13.415517   13.46114    ... 13.421801   12.030092
  12.030503  ]
 [-2.3133078  -2.3641124  -2.3674686  ... -1.5995889  -0.6004807
  -0.60063106]
 [-0.23157623 -0.17988452 -0.10820171 ... -1.0923033  -0.40933415
  -0.4093837 ]
 ...
 [ 0.2668109   0.09900184 -0.03388049 ... -0.27382267 -0.8536632
  -0.8535448 ]
 [-0.47444886 -0.43047786 -0.4181031  ... -0.44000357 -2.2797608
  -2.2795389 ]
 [-5.163862   -5.1191816  -5.085391   ... -5.8656435  -4.8220882
  -4.822323  ]]"
DR2_KAA0_SA2,"[[ 9.335538    8.616586    6.790321   ... 11.38287    11.242248
  11.242941  ]
 [-1.5707672  -1.4024171  -1.1723386  ... -0.9263785  -0.91681904
  -0.9170598 ]
 [-1.3546016  -1.269783   -1.3398899  ... -0.0827395  -0.05379049
  -0.05383787]
 ...
 [-0.5178203  -0.637224   -0.25150797 ... -1.4706599  -1.5554793
  -1.5551728 ]
 [ 0.83030045  1.1190217   1.9042726  ... -2.0508506  -2.115333
  -2.1150584 ]
 [-5.304596   -5.207234   -5.2163343  ... -5.2006445  -5.1548395
  -5.1551495 ]]"
DR2_KAA0_SI1208,"[[12.509433   12.318287   12.207205   ... 10.461819   10.458151
  10.457347  ]
 [-2.2919776  -2.3715336  -2.2996914  ... -0.6516766  -0.6493051
  -0.648787  ]
 [-0.85981953 -1.0583926  -1.360369   ... -0.2616007  -0.26086816
  -0.26070985]
 ...
 [-0.32450664 -0.4375825  -0.3401041  ... -0.80745274 -0.8099872
  -0.8105558 ]
 [-2.7296324  -2.7046347  -2.6379778  ... -1.2345439  -1.2355571
  -1.2357535 ]
 [-4.407457   -4.419489   -4.5011063  ... -4.667485   -4.6650524
  -4.6645308 ]]"
DR2_KAA0_SI1838,"[[12.716694   12.745979   12.767962   ... 11.228018   10.509968
  10.504423  ]
 [-2.3680634  -2.2386901  -2.507266   ... -2.3085113  -0.3888367
  -0.38569102]
 [-0.6083809  -0.5763002  -0.80165064 ... -0.7937943  -0.0673442
  -0.07077165]
 ...
 [ 0.10382855 -0.1412237   0.12452841 ... -0.10809653 -2.0177274
  -2.021295  ]
 [-2.218842   -2.2242734  -2.2227793  ... -0.7724453  -2.3818533
  -2.3841166 ]
 [-4.65699    -4.813998   -4.644934   ... -5.769639   -4.5512595
  -4.545951  ]]"
DR2_KAA0_SI578,"[[13.371307   13.42627    13.459285   ... 11.668297   11.668189
  11.668066  ]
 [-1.9180615  -1.9549054  -1.9764006  ... -0.6402401  -0.6402465
  -0.64006764]
 [ 0.32961476  0.35558465  0.34707844 ...  0.9775264   0.9776357
   0.97756606]
 ...
 [-0.5697353  -0.6757319  -0.71492004 ... -1.5623829  -1.5624781
  -1.5623841 ]
 [-1.0394157  -1.0318809  -0.9341005  ... -1.9232689  -1.9233541
  -1.9234114 ]
 [-4.5596743  -4.553348   -4.5791855  ... -3.88066    -3.8806148
  -3.8804936 ]]"
DR2_KAA0_SX128,"[[ 1.3762957e+01  1.3782159e+01  1.3723397e+01 ...  1.1705388e+01
   1.1705697e+01  1.1704716e+01]
 [-2.2191908e+00 -2.2324994e+00 -2.3427415e+00 ... -1.1649730e+00
  -1.1647013e+00 -1.1650561e+00]
 [-2.0886932e-01 -2.0318452e-01 -2.7138317e-01 ...  3.4374189e-01
   3.4336805e-01  3.4409663e-01]
 ...
 [ 4.1202199e-01  2.1736723e-01 -8.0084801e-04 ... -5.6542861e-01
  -5.6583703e-01 -5.6524748e-01]
 [-8.0452955e-01 -7.6571584e-01 -5.8106142e-01 ... -2.0553389e+00
  -2.0551195e+00 -2.0556366e+00]
 [-5.5477667e+00 -5.5300050e+00 -5.5729027e+00 ... -4.5072746e+00
  -4.5076551e+00 -4.5065866e+00]]"
DR2_KAA0_SX218,"[[11.898468   12.133581   12.306843   ...  9.882527    9.881984
   9.881449  ]
 [-2.2619715  -2.312632   -2.3022017  ... -1.2603928  -1.2604523
  -1.2604595 ]
 [-1.7414448  -1.545105   -1.4438596  ...  0.05288804  0.05299306
   0.05309886]
 ...
 [ 0.01696029 -0.1148506  -0.22766519 ... -2.075652   -2.0755582
  -2.0754986 ]
 [-1.1195734  -1.188941   -1.1378434  ... -2.8214777  -2.8216732
  -2.8218827 ]
 [-6.0352917  -5.934659   -5.901048   ... -3.2573671  -3.256787
  -3.2562208 ]]"
DR2_KAA0_SX308,"[[13.335024   13.317478   13.283066   ... 11.953384   11.953219
  11.956991  ]
 [-2.7574363  -2.762866   -2.768224   ... -1.7289543  -1.7288156
  -1.7318356 ]
 [ 0.4706308   0.509492    0.4156245  ...  0.81874275  0.818777
   0.8186088 ]
 ...
 [-0.30781218 -0.35763407 -0.68850166 ... -1.028701   -1.0287343
  -1.0279524 ]
 [ 0.12251428  0.11569703  0.3147498  ... -0.84950686 -0.84959567
  -0.8475076 ]
 [-5.3968344  -5.3525085  -5.302732   ... -5.053169   -5.053057
  -5.0551314 ]]"
DR2_KAA0_SX38,"[[ 1.19814377e+01  1.13982735e+01  1.10628262e+01 ...  1.26793928e+01
   1.26891623e+01  1.13098497e+01]
 [-2.35922623e+00 -2.22564363e+00 -2.08728528e+00 ... -1.92685223e+00
  -1.86232781e+00 -1.03740072e+00]
 [ 7.13774920e-01  4.38002765e-01  1.94251001e-01 ... -2.18322307e-01
  -1.00584775e-01  6.37188852e-01]
 ...
 [-1.28928208e+00 -1.38367486e+00 -1.34369850e+00 ... -1.79805756e-02
   3.72865796e-03 -5.16803861e-01]
 [-7.66505182e-01 -5.61701059e-01 -3.79607797e-01 ... -2.83078194e-01
  -2.91943878e-01 -1.55654240e+00]
 [-4.15840149e+00 -4.04030895e+00 -4.06455231e+00 ... -5.02977133e+00
  -5.00794935e+00 -4.49555206e+00]]"
DR2_KAA0_SX398,"[[12.958654   12.939163   13.065126   ... 10.862354   10.862508
  10.86273   ]
 [-1.3296502  -1.695957   -1.6553245  ...  3.7437406   3.7436843
   3.743781  ]
 [ 0.7724048   0.7462987   0.8127249  ...  0.39771843  0.39777586
   0.3978939 ]
 ...
 [-0.45715022 -0.74762523 -0.8823997  ... -0.48740938 -0.48739374
  -0.48741078]
 [-1.5922123  -1.5346057  -1.4773053  ... -1.9580551  -1.9579859
  -1.957762  ]
 [-4.0144043  -3.9729857  -4.025371   ... -3.4549272  -3.4550567
  -3.4553223 ]]"
DR2_LMA0_SA1,"[[12.624826   12.7937565   9.689655   ... 10.1472      9.385632
   9.38561   ]
 [-2.4466827  -2.5406322  -0.8357508  ... -1.8296858  -0.7443249
  -0.7442902 ]
 [-0.13339734 -0.08423528 -0.2620849  ... -1.2686341  -0.3194809
  -0.31958565]
 ...
 [ 0.12201938 -0.02593793 -1.5968053  ... -1.2527142  -1.6680192
  -1.6678989 ]
 [-0.23308685 -0.16117123 -2.3359041  ... -0.5001056  -2.3780916
  -2.3780565 ]
 [-4.6516075  -4.733534   -4.0993924  ... -4.9245677  -4.009503
  -4.0095286 ]]"
DR2_LMA0_SA2,"[[13.597036   13.712474   13.790453   ... 10.3867655  10.747395
  10.74794   ]
 [-2.5384393  -2.624216   -2.6294653  ... -2.3536067  -1.2949951
  -1.2953637 ]
 [-0.6364049  -0.63969815 -0.6905919  ... -1.6684854  -0.8342155
  -0.8343865 ]
 ...
 [ 0.8727933   0.597018    0.438174   ... -0.58809865 -1.9067522
  -1.9058611 ]
 [-0.7983501  -0.8862794  -0.80908716 ...  0.26022625 -2.0746102
  -2.075265  ]
 [-5.789488   -5.7391543  -5.733971   ... -6.4514656  -5.0267553
  -5.025901  ]]"
DR2_LMA0_SI1243,"[[ 9.413839    9.415059    9.418932   ...  9.444791    9.644831
   9.3881035 ]
 [-1.3701345  -1.3699883  -1.3720645  ... -1.4432521  -2.1618428
  -1.3568604 ]
 [-0.78678966 -0.78698564 -0.7866769  ... -0.7143597  -1.0801259
  -0.7909659 ]
 ...
 [-1.5194535  -1.5196366  -1.5173851  ... -1.4206657  -0.07713914
  -1.5304656 ]
 [-2.009448   -2.0091558  -2.0077958  ... -1.9720886  -0.05901329
  -2.020955  ]
 [-4.139716   -4.1402793  -4.1432447  ... -4.168766   -5.1791577
  -4.1176267 ]]"
DR2_LMA0_SI1873,"[[12.678522   12.676105   12.518053   ...  9.329671    9.329377
   9.3294735 ]
 [-2.0877337  -2.210446   -2.258498   ...  0.31833336  0.31826672
   0.31824794]
 [-0.39728874 -0.74630934 -0.9106433  ...  0.04262542  0.04226597
   0.04225462]
 ...
 [ 0.42056394  0.15866855  0.08776098 ... -1.9197999  -1.9199392
  -1.9199109 ]
 [-1.5354582  -1.4785763  -1.3605822  ... -2.510936   -2.5110703
  -2.511064  ]
 [-4.939387   -4.880763   -4.855467   ... -3.6638854  -3.663687
  -3.663741  ]]"
DR2_LMA0_SI613,"[[10.611073   10.637651   10.466135   ...  8.154714    8.154819
   8.154797  ]
 [-2.8824832  -2.8178406  -2.6683562  ... -1.0554261  -1.0552616
  -1.0552621 ]
 [ 0.05053002  0.12390471 -0.02147272 ...  0.7214818   0.7213873
   0.72137827]
 ...
 [ 0.8131299   0.10339552 -0.70251477 ... -1.7488952  -1.7488998
  -1.7489109 ]
 [-0.8937383  -0.9087912  -1.1069736  ... -3.0782719  -3.07836
  -3.078346  ]
 [-4.921591   -4.777142   -4.585001   ... -3.3549664  -3.3546033
  -3.3546343 ]]"
DR2_LMA0_SX163,"[[13.383663   13.396611   13.380716   ... 10.629811   10.6299305
  10.629816  ]
 [-2.9236903  -2.9573603  -2.9819384  ... -0.7709258  -0.7714954
  -0.77138186]
 [-0.49369135 -0.55291253 -0.68326867 ...  0.3222419   0.3224626
   0.32237396]
 ...
 [ 0.14515197  0.02678871 -0.1031186  ... -1.9594607  -1.9594198
  -1.959424  ]
 [-1.7887111  -1.7937654  -1.8232498  ... -1.8044114  -1.8044629
  -1.8044688 ]
 [-4.8649774  -4.833028   -4.808484   ... -3.8696406  -3.8696954
  -3.8696446 ]]"
DR2_LMA0_SX253,"[[ 1.1971567e+01  1.1941091e+01  1.1932409e+01 ...  9.2974682e+00
   9.2976227e+00  9.2975845e+00]
 [-1.7021693e+00 -1.7230839e+00 -1.7280387e+00 ... -9.4337505e-01
  -9.4328099e-01 -9.4332933e-01]
 [-2.1991463e+00 -2.1321521e+00 -2.0956485e+00 ... -4.3976513e-01
  -4.3977913e-01 -4.3980014e-01]
 ...
 [ 4.3069199e-03 -1.6555405e-01 -3.1596288e-01 ... -2.1859550e+00
  -2.1859021e+00 -2.1858692e+00]
 [-1.7178805e+00 -1.7720966e+00 -1.7779052e+00 ... -1.8145325e+00
  -1.8149011e+00 -1.8147593e+00]
 [-4.7426939e+00 -4.6340199e+00 -4.5716529e+00 ... -3.1542411e+00
  -3.1542258e+00 -3.1542487e+00]]"
DR2_LMA0_SX343,"[[ 9.226732    9.225001    9.220545   ...  9.488521    9.601433
   9.21913   ]
 [-0.7371588  -0.7373268  -0.7369938  ... -2.8088202  -2.746132
  -0.73656905]
 [-0.31468695 -0.31501794 -0.31561387 ... -1.5641097  -1.5182652
  -0.3159514 ]
 ...
 [-2.033231   -2.0332518  -2.0332425  ... -1.3766961  -1.3153704
  -2.0332818 ]
 [-1.9877722  -1.987063   -1.9858928  ... -0.54805315 -0.52205086
  -1.9854769 ]
 [-3.5260205  -3.5259695  -3.5256605  ... -4.5364943  -4.5552015
  -3.5255675 ]]"
DR2_LMA0_SX433,"[[13.680012   13.704304   13.70869    ... 12.264951   13.746528
  12.262307  ]
 [-2.6506472  -2.6889658  -2.6627445  ... -1.6997793  -2.0882766
  -1.6983848 ]
 [-0.4977488  -0.44632906 -0.42874026 ... -0.12377998 -0.68283844
  -0.12390986]
 ...
 [ 0.23309603  0.08372763 -0.04351926 ... -1.4303908  -0.11734131
  -1.4314344 ]
 [-1.758259   -1.7875938  -1.8331167  ... -1.7315354  -0.67309713
  -1.7330128 ]
 [-5.0867825  -5.021149   -4.9619007  ... -4.7753334  -5.5619044
  -4.773546  ]]"
DR2_LMA0_SX73,"[[ 9.384781    9.376591    9.397456   ...  9.296664    9.805014
   9.376598  ]
 [-0.47247586 -0.47120795 -0.4740107  ... -0.59084475 -0.85014766
  -0.47131363]
 [ 0.5362127   0.53278625  0.5419735  ... -1.9891125  -1.9701955
   0.5322069 ]
 ...
 [-3.7839813  -3.7880428  -3.7771096  ... -2.4912353  -2.221515
  -3.7893977 ]
 [-1.5263565  -1.5250273  -1.5287824  ...  0.455714    0.3605605
  -1.5238386 ]
 [-3.7509274  -3.7491384  -3.7531366  ... -5.120381   -5.231785
  -3.7502544 ]]"
DR2_LMC0_SA1,"[[ 9.168387    9.142225    9.160582   ...  9.165749    9.141836
   9.141724  ]
 [-0.84918094 -0.8382499  -0.8456402  ... -0.8519002  -0.838128
  -0.8380487 ]
 [ 0.16055425  0.15688306  0.15985674 ...  0.15142608  0.15650639
   0.15659925]
 ...
 [-1.9120902  -1.9183784  -1.9141369  ... -1.9061012  -1.9181966
  -1.91833   ]
 [-2.2281504  -2.234667   -2.230619   ... -2.2192442  -2.2345302
  -2.2346687 ]
 [-3.9152787  -3.9040537  -3.9114528  ... -3.9210734  -3.9040804
  -3.903954  ]]"
DR2_LMC0_SA2,"[[13.655197   13.733565   13.773657   ... 10.984781   10.984743
  10.984781  ]
 [-2.388823   -2.416845   -2.4198003  ... -1.1801107  -1.1798851
  -1.1798594 ]
 [-0.5666999  -0.5484266  -0.55673283 ... -0.3627071  -0.3622847
  -0.36223015]
 ...
 [ 0.07549387 -0.09660761 -0.20527868 ... -1.6366899  -1.6370962
  -1.6371748 ]
 [-0.98513234 -0.9867512  -0.986197   ... -2.1439767  -2.144031
  -2.1440322 ]
 [-5.539178   -5.5078144  -5.482931   ... -4.795463   -4.794803
  -4.7946835 ]]"
DR2_LMC0_SI1372,"[[13.125626   13.116568   10.136965   ... 10.136768   10.136687
  10.136645  ]
 [-2.1195173  -2.3692284   3.4783483  ...  3.4783373   3.4783392
   3.4783216 ]
 [-0.62373644 -0.68533313  0.6548212  ...  0.65481925  0.65482074
   0.65482646]
 ...
 [-0.07238853 -0.1819205  -1.4427879  ... -1.442803   -1.4427966
  -1.4428148 ]
 [-0.22445886 -0.1513068  -1.7583163  ... -1.7583044  -1.7583073
  -1.7583122 ]
 [-5.4110904  -5.448797   -3.3542678  ... -3.354227   -3.3542118
  -3.354191  ]]"
DR2_LMC0_SI2002,"[[13.14617    13.049826   13.118007   ... 10.692572   10.693054
  10.69304   ]
 [-2.5381794  -2.590363   -2.5386167  ... -1.3597486  -1.3601799
  -1.3601708 ]
 [ 0.63757265  0.8759606   0.90942055 ... -0.10718259 -0.10599917
  -0.10600251]
 ...
 [-0.5926465  -0.70907205 -0.87603647 ... -3.215685   -3.2153735
  -3.2153656 ]
 [-1.4934087  -1.5156509  -1.5224108  ... -2.6536698  -2.6542141
  -2.6542273 ]
 [-4.331293   -4.264408   -4.2248554  ... -3.318397   -3.3180933
  -3.318084  ]]"
DR2_LMC0_SI742,"[[13.5406685  13.587123   13.571506   ... 10.111421   10.110621
  10.1105175 ]
 [-2.805254   -2.7826629  -2.8767438  ... -0.94427747 -0.9440585
  -0.9440292 ]
 [-0.2958855  -0.25214237 -0.31790322 ...  0.14991349  0.15017991
   0.15021661]
 ...
 [ 0.6591686   0.46326017  0.4337328  ... -1.3957332  -1.396286
  -1.3963516 ]
 [-0.6838629  -0.79495525 -0.81679225 ... -1.9172746  -1.9175389
  -1.9175696 ]
 [-6.0437226  -5.946398   -5.9646587  ... -4.0521183  -4.0516596
  -4.0516    ]]"
DR2_LMC0_SX112,"[[12.923733   12.908425   12.890868   ... 10.72595    10.725983
  10.726     ]
 [-2.3623853  -2.3653884  -2.3912807  ... -0.65697026 -0.65700895
  -0.65702355]
 [-0.1432738  -0.15660822 -0.22874038 ...  0.34128183  0.34130958
   0.341313  ]
 ...
 [ 0.47042274  0.37316728  0.2470321  ... -1.8497767  -1.8497019
  -1.8496985 ]
 [-0.9715884  -0.92165387 -0.88140064 ... -2.1027567  -2.102847
  -2.1028447 ]
 [-5.7722673  -5.7804737  -5.7926126  ... -3.9594383  -3.9593887
  -3.959395  ]]"
DR2_LMC0_SX22,"[[10.737997   10.797515   10.782925   ... 11.079676   11.079704
  11.079672  ]
 [-2.4748468  -2.474565   -2.3974757  ... -1.2761557  -1.2761135
  -1.2761762 ]
 [-0.4495433  -0.3664301  -0.32972297 ...  0.2737359   0.27365386
   0.27377218]
 ...
 [-0.39949816 -0.62126803 -1.0427885  ... -1.8442471  -1.8441651
  -1.8442581 ]
 [-0.48503608 -0.5408447  -0.7409741  ... -0.5066136  -0.50659746
  -0.50661415]
 [-4.6930466  -4.649009   -4.548502   ... -4.4571986  -4.4572124
  -4.4572034 ]]"
DR2_LMC0_SX292,"[[12.456579   12.383284   12.213448   ...  9.5103035   9.510343
   9.510349  ]
 [-2.4385898  -2.6914992  -3.0186653  ...  0.21930878  0.21929975
   0.21929242]
 [-0.70371544 -0.97782856 -1.4606695  ...  0.39098373  0.39098856
   0.39099097]
 ...
 [-0.19615704  0.06029204  0.17282209 ... -1.5487344  -1.5487201
  -1.5487263 ]
 [-3.0250995  -2.8923688  -2.608612   ... -2.8074594  -2.8074498
  -2.807449  ]
 [-4.221531   -4.367009   -4.6002293  ... -3.29878    -3.2988045
  -3.2987998 ]]"
DR2_LMC0_SX336,"[[10.926799   10.850208   12.095152   ... 10.827682   10.827408
  10.827401  ]
 [-0.8208438  -0.77459496 -1.8435538  ... -0.7665897  -0.76659364
  -0.7665897 ]
 [ 0.34134156  0.31512457 -0.985881   ...  0.30034637  0.3000899
   0.30008608]
 ...
 [-1.6276009  -1.6542562  -0.61372745 ... -1.6537528  -1.6538867
  -1.6538897 ]
 [-2.7740123  -2.7841566  -1.6655052  ... -2.7902782  -2.7902086
  -2.7902079 ]
 [-4.1605687  -4.120007   -4.730519   ... -4.10961    -4.1095386
  -4.109535  ]]"
DR2_LMC0_SX382,"[[12.745704   12.831485   12.893866   ... 10.92437    10.924428
  10.924432  ]
 [-1.182233   -1.2204986  -1.2188839  ... -0.70742726 -0.7074723
  -0.7074787 ]
 [-0.9420587  -0.9173638  -0.9129159  ... -0.23963019 -0.23957609
  -0.23956886]
 ...
 [-0.83919466 -0.8627591  -0.9315635  ... -2.8085485  -2.8085284
  -2.8085246 ]
 [-0.42468098 -0.41850972 -0.3814819  ... -1.3412609  -1.3412772
  -1.3412759 ]
 [-4.785556   -4.8078756  -4.812665   ... -4.27049    -4.2704773
  -4.2704763 ]]"
