sample_id,duration_wpau,duration_wopau,mean_speed_wpau_m1,mean_speed_wopau_m1,mean_speed_wpau_m2,mean_speed_wopau_m2,amount_phones,amount_silences
DR2_CMM0_SI1957,4.175,4.175,13.652694610778443,14.039408866995073,14.285714285714285,14.039408866995073,57,3
DR2_CMM0_SI453,2.173625,2.173625,11.961584910000575,12.295687642242779,12.768598705405964,12.295687642242777,26,3
DR2_CMM0_SX183,1.8404375,1.8404375,14.127075763235645,14.127075763235645,14.127075763235643,14.127075763235643,26,2
DR2_CMM0_SX273,2.1605625,2.1605625,14.810957794555815,14.810957794555815,14.810957794555815,14.810957794555815,32,2
DR2_CMM0_SX363,2.645,2.645,13.988657844990549,13.988657844990549,13.988657844990547,13.988657844990547,37,2
DR2_CMM0_SX420,3.4933125,3.4933125,12.881756212763673,13.24649519814549,14.129594878021857,13.24649519814549,45,5
DR2_CMM0_SX93,2.01625,2.01625,12.399256044637323,12.634238787113077,13.1396083385976,12.634238787113077,25,3
DR2_CTM0_SA1,3.01375,3.01375,12.277063459145584,12.277063459145582,12.27706345914558,12.27706345914558,37,2
DR2_CTM0_SA2,2.261875,2.261875,13.263332412268584,13.540197461212978,13.991537376586745,13.540197461212978,30,3
DR2_CTM0_SI1350,3.6573125,3.6573125,14.764940102876087,14.76494010287609,14.764940102876087,14.764940102876087,54,2
DR2_CTM0_SI1980,3.849,3.849,12.210963886723825,13.363662212112596,13.647995450668184,13.363662212112596,47,3
DR2_CTM0_SI720,1.65375,1.65375,9.674981103552533,10.423452768729643,11.726384364820849,10.423452768729643,16,4
DR2_CTM0_SX180,2.5835625,2.5835625,12.773060454314535,13.737478860413685,14.570053336802392,13.737478860413685,33,4
DR2_CTM0_SX270,1.9614375,1.9614375,15.804735047637257,15.804735047637255,15.804735047637255,15.804735047637255,31,2
DR2_CTM0_SX360,2.575,2.575,11.262135922330096,11.59797035518784,11.997900367435697,11.597970355187842,29,3
DR2_CTM0_SX450,2.9355,2.9355,15.329586101175266,15.329586101175265,15.329586101175265,15.329586101175265,45,2
DR2_CTM0_SX90,1.6058125,1.6058125,16.19118047717277,16.19118047717277,16.19118047717277,16.19118047717277,26,2
DR2_CYL0_SA1,2.985875,2.985875,13.061497885879348,13.199365415124273,13.53781068217874,13.199365415124273,39,3
DR2_CYL0_SA2,2.539625,2.539625,13.781562238519466,13.781562238519466,13.781562238519466,13.781562238519466,35,2
DR2_CYL0_SI1297,2.6325,2.6325,13.675213675213676,13.993489140469368,14.382197172149072,13.99348914046937,36,3
DR2_CYL0_SI1927,2.48325,2.48325,13.69173462196718,13.69173462196718,13.69173462196718,13.69173462196718,34,2
DR2_CYL0_SI667,4.54925,4.54925,14.727702368522285,14.727702368522285,14.727702368522284,14.727702368522284,67,2
DR2_CYL0_SX127,1.65375,1.65375,13.907785336356765,13.907785336356769,13.907785336356769,13.907785336356769,23,2
DR2_CYL0_SX217,1.69975,1.69975,14.708045300779526,14.708045300779526,14.708045300779524,14.708045300779524,25,2
DR2_CYL0_SX349,3.924625,3.924625,15.033283434723064,15.033283434723064,15.033283434723064,15.033283434723064,59,2
DR2_CYL0_SX37,2.161125,2.161125,17.120712591821388,17.120712591821388,17.120712591821388,17.120712591821388,37,2
DR2_CYL0_SX397,2.50375,2.50375,12.780828756864702,12.780828756864702,12.780828756864702,12.780828756864702,32,2
DR2_DAS1_SA1,3.330125,3.330125,11.110694043016403,11.284358202127253,11.5893408562388,11.284358202127255,37,3
DR2_DAS1_SA2,2.404875,2.404875,12.474660845158272,12.75239107332625,13.177470775770457,12.75239107332625,30,3
DR2_DAS1_SI1461,4.7153125,4.7153125,13.78487640002651,13.784876400026508,13.784876400026507,13.784876400026507,65,2
DR2_DAS1_SI2091,2.109125,2.109125,9.008475078527825,10.658439099642381,11.219409578570929,10.658439099642381,19,3
DR2_DAS1_SI831,4.548,4.548,14.731750219876869,14.731750219876869,14.73175021987687,14.73175021987687,67,2
DR2_DAS1_SX111,2.2569375,2.2569375,11.96311373265764,11.96311373265764,11.96311373265764,11.96311373265764,27,2
DR2_DAS1_SX201,2.91,2.91,12.371134020618555,12.371134020618557,12.371134020618557,12.371134020618557,36,2
DR2_DAS1_SX21,1.7475,1.7475,10.300429184549357,10.300429184549357,10.300429184549355,10.300429184549355,18,2
DR2_DAS1_SX291,2.336875,2.336875,13.693500936079165,13.693500936079165,13.693500936079165,13.693500936079165,32,2
DR2_DAS1_SX381,2.0875,2.0875,13.413173652694612,13.413173652694612,13.413173652694612,13.413173652694612,28,2
DR2_DBP0_SA1,2.91375,2.91375,13.384813384813386,13.604255690241562,13.953082759222115,13.604255690241562,39,3
DR2_DBP0_SA2,2.4836875,2.4836875,14.897204257782029,14.897204257782029,14.897204257782029,14.897204257782029,37,2
DR2_DBP0_SI1158,1.5280625,1.5280625,11.125199394658267,11.125199394658269,11.125199394658269,11.125199394658269,17,2
DR2_DBP0_SI1788,3.075,3.075,13.333333333333332,14.028484667037338,14.370642829648006,14.02848466703734,41,3
DR2_DBP0_SI528,4.7389375,4.7389375,13.294119198660038,13.373666613596564,13.585947036034604,13.373666613596564,63,3
DR2_DBP0_SX168,1.8981875,1.8981875,12.643640314773963,12.643640314773961,12.643640314773961,12.643640314773961,24,2
DR2_DBP0_SX258,2.7635,2.7635,14.11253844762077,14.11253844762077,14.112538447620771,14.112538447620771,39,2
DR2_DBP0_SX348,3.2906875,3.2906875,13.674953941995403,14.059479408720781,14.371912284470133,14.059479408720781,45,3
DR2_DBP0_SX438,4.09175,4.09175,11.73092197714914,12.899758129535071,13.16850309056705,12.899758129535071,48,3
DR2_DBP0_SX78,2.05,2.05,14.146341463414636,14.146341463414636,14.146341463414636,14.146341463414636,29,2
DR2_DEM0_SA1,3.184,3.184,11.306532663316583,11.554663991975929,11.875626880641926,11.55466399197593,36,3
DR2_DEM0_SA2,2.95,2.95,11.525423728813559,11.52542372881356,11.52542372881356,11.52542372881356,34,2
DR2_DEM0_SI1868,2.154375,2.154375,10.67595010153757,11.423250038801799,11.919913083967094,11.4232500388018,23,3
DR2_DEM0_SI608,2.6955625,2.6955625,12.984302905237776,12.984302905237776,12.984302905237776,12.984302905237776,35,2
DR2_DEM0_SI800,4.93,4.93,12.57606490872211,12.903729333870992,13.11185400054633,12.903729333870992,62,3
DR2_DEM0_SX158,2.370125,2.370125,11.81372290491008,11.813722904910078,11.813722904910078,11.813722904910078,28,2
DR2_DEM0_SX248,2.5131875,2.5131875,11.141230011688345,11.141230011688343,11.141230011688343,11.141230011688343,28,2
DR2_DEM0_SX338,3.2499375,3.2499375,10.769437873805265,11.440478865758237,12.094220515230136,11.440478865758237,35,4
DR2_DEM0_SX428,3.6349375,3.6349375,11.279423648962327,12.98907017265959,13.305876762236652,12.98907017265959,41,3
DR2_DEM0_SX68,2.46275,2.46275,12.993604710181707,12.993604710181708,12.993604710181708,12.993604710181708,32,2
DR2_DLB0_SA1,3.42,3.42,10.526315789473685,10.679719657358994,10.976378536730078,10.679719657358994,36,3
DR2_DLB0_SA2,2.57625,2.57625,12.421154779233381,12.421154779233381,12.421154779233381,12.421154779233381,32,2
DR2_DLB0_SI1306,5.47,5.47,10.786106032906766,12.530696223534878,13.167850268799363,12.530696223534878,59,5
DR2_DLB0_SI1936,2.53175,2.53175,9.084625259208057,9.285660215487876,9.689384572683002,9.285660215487876,23,3
DR2_DLB0_SI676,1.65875,1.65875,11.45440844009043,12.52523587820856,13.184458819166906,12.52523587820856,19,3
DR2_DLB0_SX136,4.086125,4.086125,12.970724096790969,12.970724096790967,12.970724096790967,12.970724096790967,53,2
DR2_DLB0_SX226,3.33,3.33,11.711711711711711,12.325682455655194,12.641725595543788,12.325682455655196,39,3
DR2_DLB0_SX316,2.6274375,2.6274375,9.514974190632508,9.936160170901955,10.731052984574113,9.936160170901955,25,4
DR2_DLB0_SX406,4.0611875,4.0611875,11.326736330198987,12.474787708266243,13.28836081967491,12.474787708266243,46,5
DR2_DLB0_SX46,2.1168125,2.1168125,13.699843514718474,13.699843514718474,13.699843514718474,13.699843514718474,29,2
DR2_DLC2_SA1,2.76975,2.76975,13.358606372416283,13.550321591247224,13.916546499118772,13.550321591247224,37,3
DR2_DLC2_SA2,2.1015,2.1015,15.227218653342849,15.227218653342852,15.227218653342852,15.227218653342852,32,2
DR2_DLC2_SI1614,1.3105,1.3105,13.735215566577642,13.73521556657764,13.73521556657764,13.73521556657764,18,2
DR2_DLC2_SI2244,1.2440625,1.2440625,13.664908314493845,13.957307060755335,14.778325123152706,13.957307060755333,17,3
DR2_DLC2_SI984,3.24025,3.24025,16.0481444332999,16.0481444332999,16.0481444332999,16.0481444332999,52,2
DR2_DLC2_SX174,3.229375,3.229375,16.411844397135667,16.411844397135674,16.411844397135674,16.411844397135674,53,2
DR2_DLC2_SX264,2.0725,2.0725,12.545235223160436,12.545235223160436,12.545235223160434,12.545235223160434,26,2
DR2_DLC2_SX354,1.9245,1.9245,18.186541958950375,18.18654195895038,18.18654195895038,18.18654195895038,35,2
DR2_DLC2_SX444,2.37375,2.37375,16.008425487098474,16.008425487098474,16.008425487098474,16.008425487098474,38,2
DR2_DLC2_SX84,2.748125,2.748125,17.102569934045942,18.236934642900447,18.62495452891961,18.236934642900447,47,3
DR2_DMT0_SA1,2.86,2.86,12.587412587412588,12.779269185543452,13.134248885141881,12.779269185543452,36,3
DR2_DMT0_SA2,2.17125,2.17125,13.81692573402418,14.082854125102687,14.552282595939442,14.082854125102687,30,3
DR2_DMT0_SI1832,0.8880625,0.8880625,13.512562460412415,13.512562460412415,13.512562460412415,13.512562460412415,12,2
DR2_DMT0_SI2341,1.2193125,1.2193125,12.302014454866985,12.888674077654262,13.747919016164547,12.888674077654263,15,3
DR2_DMT0_SI572,3.6783125,3.6783125,11.962007034475727,13.569776407093292,14.803392444101773,13.569776407093292,44,6
DR2_DMT0_SX122,3.14875,3.14875,15.56173084557364,16.00326597264748,16.329863237395386,16.00326597264748,49,3
DR2_DMT0_SX212,3.125,3.125,13.76,13.76,13.76,13.76,43,2
DR2_DMT0_SX302,2.59,2.59,10.03861003861004,10.21360176773877,10.60643260495949,10.213601767738767,26,3
DR2_DMT0_SX32,2.265,2.265,14.56953642384106,14.569536423841061,14.569536423841063,14.569536423841063,33,2
DR2_DMT0_SX392,2.71375,2.71375,15.108245048364807,15.2551044137482,15.627180131156692,15.2551044137482,41,3
DR2_DNC0_SA1,3.34,3.34,11.676646706586826,11.868081707177906,12.172391494541442,11.868081707177906,39,3
DR2_DNC0_SA2,2.65,2.65,12.452830188679245,12.452830188679245,12.452830188679245,12.452830188679245,33,2
DR2_DNC0_SI1278,4.916125,4.916125,11.391085458567469,12.29198962863375,12.730989258227813,12.29198962863375,56,4
DR2_DNC0_SI1908,4.36,4.36,10.779816513761467,11.738994692475806,11.988760536996569,11.738994692475806,47,3
DR2_DNC0_SI2287,1.61125,1.61125,9.930178432893715,9.930178432893717,9.930178432893717,9.930178432893717,16,2
DR2_DNC0_SX108,2.707,2.707,14.776505356483193,14.77650535648319,14.776505356483188,14.776505356483188,40,2
DR2_DNC0_SX18,2.822625,2.822625,11.336964704840353,11.550782836258628,11.91174479989171,11.550782836258628,32,3
DR2_DNC0_SX198,2.2016875,2.2016875,13.171714877792603,13.583933485567067,14.520756484571692,13.583933485567067,29,4
DR2_DNC0_SX288,3.2713125,3.2713125,13.450258879272463,13.450258879272464,13.450258879272466,13.450258879272466,44,2
DR2_DNC0_SX378,3.1035,3.1035,12.888674077654262,12.888674077654262,12.88867407765426,12.88867407765426,40,2
DR2_DPS0_SA1,2.9951875,2.9951875,13.020887673977004,13.526402497181998,14.220064163704151,13.526402497181998,39,4
DR2_DPS0_SA2,2.3375,2.3375,14.545454545454547,14.545454545454549,14.54545454545455,14.54545454545455,34,2
DR2_DPS0_SI1651,1.5123125,1.5123125,15.869735917675746,15.869735917675744,15.869735917675744,15.869735917675744,24,2
DR2_DPS0_SI1979,3.0664375,3.0664375,11.413896418889998,13.438924886009119,14.59083273338133,13.438924886009119,35,5
DR2_DPS0_SI719,2.40375,2.40375,16.640665626625065,16.763142041436392,17.1822205924723,16.76314204143639,40,3
DR2_DPS0_SX179,2.645625,2.645625,12.85140562248996,13.345435811888233,14.13046144788166,13.345435811888233,34,4
DR2_DPS0_SX269,1.828125,1.828125,15.316239316239317,15.316239316239317,15.316239316239315,15.316239316239315,28,2
DR2_DPS0_SX359,3.1113125,3.1113125,13.820533938651293,14.301155732934232,14.633740749979214,14.30115573293423,43,3
DR2_DPS0_SX449,3.0025,3.0025,14.654454621149043,14.902940367069585,15.241643557230258,14.902940367069585,44,3
DR2_DPS0_SX89,2.1171875,2.1171875,16.059040590405903,16.55508216676811,17.04199634814364,16.55508216676811,34,3
DR2_DSS0_SA1,2.655,2.655,12.8060263653484,13.014354066985646,13.397129186602871,13.014354066985648,34,3
DR2_DSS0_SA2,2.19875,2.19875,14.098919840818647,14.09891984081865,14.09891984081865,14.09891984081865,31,2
DR2_DSS0_SI1881,1.75,1.75,13.714285714285714,13.714285714285714,13.714285714285714,13.714285714285714,24,2
DR2_DSS0_SI2087,1.528375,1.528375,13.740083421935061,13.740083421935061,13.740083421935061,13.740083421935061,21,2
DR2_DSS0_SI621,2.3380625,2.3380625,14.969659707557005,14.969659707557005,14.969659707557005,14.969659707557005,35,2
DR2_DSS0_SX171,2.99375,2.99375,16.367432150313153,17.06091006027898,17.40909189824386,17.06091006027898,49,3
DR2_DSS0_SX261,1.3006875,1.3006875,16.145307769929364,16.145307769929367,16.145307769929367,16.145307769929367,21,2
DR2_DSS0_SX351,2.7266875,2.7266875,16.87028674903156,17.18301309737819,17.556556860364672,17.18301309737819,46,3
DR2_DSS0_SX441,2.0111875,2.0111875,17.40265390472047,17.402653904720474,17.402653904720474,17.402653904720474,35,2
DR2_DSS0_SX81,1.76,1.76,18.75,18.75,18.75,18.75,33,2
DR2_DWD0_SA1,2.6871875,2.6871875,13.396906617048495,13.689839572192517,14.070112893642309,13.689839572192517,36,3
DR2_DWD0_SA2,2.095,2.095,14.797136038186157,14.79713603818616,14.79713603818616,14.79713603818616,31,2
DR2_DWD0_SI1260,3.9201875,3.9201875,16.070659885528435,16.070659885528435,16.070659885528435,16.070659885528435,63,2
DR2_DWD0_SI1890,3.29825,3.29825,13.340407792010915,13.340407792010916,13.340407792010916,13.340407792010916,44,2
DR2_DWD0_SI557,1.10075,1.10075,14.535543947308655,14.535543947308652,14.535543947308652,14.535543947308652,16,2
DR2_DWD0_SX180,2.145,2.145,13.986013986013987,13.986013986013987,13.986013986013987,13.986013986013987,30,2
DR2_DWD0_SX270,1.9346875,1.9346875,16.02325957034405,16.023259570344045,16.023259570344045,16.023259570344045,31,2
DR2_DWD0_SX360,2.3395625,2.3395625,13.25034060855395,13.250340608553952,13.250340608553953,13.250340608553953,31,2
DR2_DWD0_SX450,2.75475,2.75475,15.246392594609311,15.246392594609308,15.24639259460931,15.24639259460931,42,2
DR2_DWD0_SX90,1.64,1.64,14.02439024390244,14.024390243902442,14.024390243902442,14.024390243902442,23,2
DR2_DXW0_SA1,2.5083125,2.5083125,13.554929858221413,13.816574810149088,14.222944657506414,13.816574810149087,34,3
DR2_DXW0_SA2,2.148375,2.148375,14.89497876301856,14.89497876301856,14.89497876301856,14.89497876301856,32,2
DR2_DXW0_SI1511,1.7538125,1.7538125,17.675777769858524,17.67577776985852,17.67577776985852,17.67577776985852,31,2
DR2_DXW0_SI2141,1.110125,1.110125,16.214390271365836,16.214390271365836,16.214390271365836,16.214390271365836,18,2
DR2_DXW0_SI881,3.58125,3.58125,15.916230366492147,15.916230366492146,15.916230366492146,15.916230366492146,57,2
DR2_DXW0_SX161,2.9201875,2.9201875,16.094856922714722,16.094856922714722,16.094856922714722,16.094856922714722,47,2
DR2_DXW0_SX251,2.7905,2.7905,18.634653287941227,18.634653287941227,18.634653287941227,18.634653287941227,52,2
DR2_DXW0_SX341,2.3616875,2.3616875,17.360467885780825,17.360467885780825,17.360467885780825,17.360467885780825,41,2
DR2_DXW0_SX431,2.284375,2.284375,14.008207934336527,14.008207934336527,14.008207934336527,14.008207934336527,32,2
DR2_DXW0_SX71,1.75125,1.75125,15.417558886509637,15.417558886509637,15.417558886509637,15.417558886509637,27,2
DR2_EAC0_SA1,2.8398125,2.8398125,13.381165129740081,13.381165129740081,13.38116512974008,13.38116512974008,38,2
DR2_EAC0_SA2,2.37,2.37,12.658227848101266,12.78533947739925,13.211517459979223,12.785339477399248,30,3
DR2_EAC0_SI1245,1.940875,1.940875,12.88078830424422,12.880788304244218,12.880788304244218,12.880788304244218,25,2
DR2_EAC0_SI1875,2.7755625,2.7755625,11.889481861784773,11.889481861784773,11.889481861784773,11.889481861784773,33,2
DR2_EAC0_SI615,4.05175,4.05175,12.09353982846918,12.093539828469183,12.093539828469183,12.093539828469183,49,2
DR2_EAC0_SX165,2.9270625,2.9270625,13.32393824867081,13.323938248670812,13.32393824867081,13.32393824867081,39,2
DR2_EAC0_SX255,2.1473125,2.1473125,14.902348866315453,14.902348866315453,14.902348866315453,14.902348866315453,32,2
DR2_EAC0_SX345,2.3925625,2.3925625,11.702933570178418,11.702933570178418,11.702933570178418,11.702933570178418,28,2
DR2_EAC0_SX435,3.5925,3.5925,13.361169102296452,13.36116910229645,13.36116910229645,13.36116910229645,48,2
DR2_EAC0_SX75,2.08,2.08,13.942307692307692,13.942307692307695,13.942307692307695,13.942307692307695,29,2
DR2_EFG0_SA1,3.2485,3.2485,10.774203478528552,10.774203478528552,10.774203478528552,10.774203478528552,35,2
DR2_EFG0_SA2,2.470625,2.470625,12.547432329876044,12.547432329876045,12.547432329876045,12.547432329876045,31,2
DR2_EFG0_SI465,2.50125,2.50125,12.393803098450773,12.393803098450777,12.393803098450777,12.393803098450777,31,2
DR2_EFG0_SI491,4.257,4.257,12.919896640826874,12.919896640826872,12.919896640826872,12.919896640826872,55,2
DR2_EFG0_SI598,4.25,4.25,11.529411764705882,11.529411764705884,11.529411764705884,11.529411764705884,49,2
DR2_EFG0_SX105,2.155,2.155,12.993039443155453,12.993039443155451,12.993039443155451,12.993039443155451,28,2
DR2_EFG0_SX15,2.6003125,2.6003125,11.537074870808798,11.537074870808796,11.537074870808796,11.537074870808796,30,2
DR2_EFG0_SX195,1.77,1.77,12.429378531073446,12.429378531073446,12.429378531073446,12.429378531073446,22,2
DR2_EFG0_SX285,2.545,2.545,10.609037328094303,10.609037328094303,10.609037328094303,10.609037328094303,27,2
DR2_EFG0_SX375,3.1200625,3.1200625,13.140762404599267,13.398145500592296,13.724929537192107,13.398145500592294,41,3
DR2_HLM0_SA1,3.47075,3.47075,11.236764388100555,11.397052108637286,11.68928421398696,11.397052108637284,39,3
DR2_HLM0_SA2,2.58275,2.58275,12.002710289420191,12.430143097010248,12.83111545497832,12.430143097010248,31,3
DR2_HLM0_SI1560,1.17375,1.17375,11.075612353567625,11.075612353567625,11.075612353567625,11.075612353567625,13,2
DR2_HLM0_SI2190,2.6531875,2.6531875,14.322395232150008,14.322395232150006,14.322395232150006,14.322395232150006,38,2
DR2_HLM0_SI930,2.67925,2.67925,15.302789959876831,15.302789959876831,15.302789959876831,15.302789959876831,41,2
DR2_HLM0_SX120,3.248125,3.248125,11.08331729844141,11.625560085577037,11.9484923101764,11.625560085577037,36,3
DR2_HLM0_SX210,2.14475,2.14475,12.122625014570461,12.570254426784311,13.0537257508914,12.57025442678431,26,3
DR2_HLM0_SX300,2.35,2.35,12.340425531914892,12.34042553191489,12.34042553191489,12.34042553191489,29,2
DR2_HLM0_SX349,4.237,4.237,14.396978994571631,14.396978994571633,14.396978994571633,14.396978994571633,61,2
DR2_HLM0_SX390,3.0041875,3.0041875,12.316142051719474,12.316142051719476,12.316142051719476,12.316142051719476,37,2
DR2_HRM0_SA1,2.822875,2.822875,12.752955763184698,12.974434057889404,13.334835003941887,12.974434057889404,36,3
DR2_HRM0_SA2,2.08125,2.08125,14.894894894894897,14.894894894894893,14.894894894894891,14.894894894894891,31,2
DR2_HRM0_SI1475,1.4139375,1.4139375,16.973876143747514,16.973876143747514,16.973876143747514,16.973876143747514,24,2
DR2_HRM0_SI2218,2.55425,2.55425,14.094156797494371,14.094156797494371,14.094156797494371,14.094156797494371,36,2
DR2_HRM0_SI958,2.8006875,2.8006875,14.996317868380531,15.2270461343243,15.589594851808213,15.227046134324299,42,3
DR2_HRM0_SX148,2.239125,2.239125,15.631105900742478,15.631105900742478,15.631105900742476,15.631105900742476,35,2
DR2_HRM0_SX238,2.1404375,2.1404375,17.286185651297924,17.286185651297927,17.286185651297927,17.286185651297927,37,2
DR2_HRM0_SX328,2.6930625,2.6930625,16.709601058274735,16.709601058274735,16.709601058274732,16.709601058274732,45,2
DR2_HRM0_SX418,2.6175,2.6175,14.135625596943648,14.135625596943646,14.135625596943646,14.135625596943646,37,2
DR2_HRM0_SX58,3.0783125,3.0783125,15.592958804539824,15.676668707899571,16.00326597264748,15.67666870789957,48,3
DR2_JAE0_SA1,2.8991875,2.8991875,12.417272080539806,12.417272080539805,12.417272080539805,12.417272080539805,36,2
DR2_JAE0_SA2,2.6336875,2.6336875,11.011177294193027,11.164849972328497,11.549844798960514,11.164849972328497,29,3
DR2_JAE0_SI1524,2.9500625,2.9500625,12.203131289591322,12.523100336993153,12.870964235242962,12.523100336993153,36,3
DR2_JAE0_SI1999,1.8155,1.8155,8.262186725419994,8.490165558228385,9.056176595443612,8.490165558228385,15,3
DR2_JAE0_SI2154,2.048125,2.048125,14.647543484894719,14.647543484894722,14.647543484894722,14.647543484894722,30,2
DR2_JAE0_SX174,3.4775,3.4775,13.227893601725377,13.227893601725377,13.227893601725379,13.227893601725379,46,2
DR2_JAE0_SX264,2.5395625,2.5395625,10.631752516427534,10.631752516427534,10.631752516427534,10.631752516427534,27,2
DR2_JAE0_SX354,2.89,2.89,11.76470588235294,11.76470588235294,11.76470588235294,11.76470588235294,34,2
DR2_JAE0_SX444,3.0510625,3.0510625,11.471413646885306,11.471413646885306,11.471413646885306,11.471413646885306,35,2
DR2_JAE0_SX84,3.61875,3.61875,11.882556131260795,11.882556131260797,11.882556131260795,11.882556131260795,43,2
DR2_JBG0_SA1,3.44,3.44,11.337209302325581,11.464055409601148,11.75800554830887,11.464055409601146,39,3
DR2_JBG0_SA2,2.85,2.85,11.929824561403509,12.050861725222628,12.405298834788,12.050861725222628,34,3
DR2_JBG0_SI1232,3.13,3.13,13.738019169329075,13.738019169329075,13.738019169329073,13.738019169329073,43,2
DR2_JBG0_SI1724,1.14,1.14,11.403508771929825,11.403508771929827,11.403508771929827,11.403508771929827,13,2
DR2_JBG0_SI1862,1.85,1.85,12.432432432432432,12.432432432432432,12.432432432432432,12.432432432432432,23,2
DR2_JBG0_SX152,3.01675,3.01675,13.590784784950692,13.590784784950692,13.590784784950692,13.590784784950692,41,2
DR2_JBG0_SX242,2.9118125,2.9118125,12.706862134838696,12.706862134838696,12.706862134838698,12.706862134838698,37,2
DR2_JBG0_SX332,3.4679375,3.4679375,12.687656568205165,12.687656568205167,12.687656568205167,12.687656568205167,44,2
DR2_JBG0_SX422,3.365,3.365,11.292719167904902,11.973925202355396,12.289028497154222,11.973925202355396,38,3
DR2_JBG0_SX62,2.6365625,2.6365625,16.30911461419936,16.309114614199363,16.309114614199363,16.309114614199363,43,2
DR2_JDE0_SA1,4.115875,4.115875,9.232544720138488,9.919404835709855,10.441478774431427,9.919404835709857,38,4
DR2_JDE0_SA2,3.293625,3.293625,10.32297240882007,10.32297240882007,10.32297240882007,10.32297240882007,34,2
DR2_JDE0_SI1120,5.41,5.41,11.645101663585951,12.194236771430646,12.581355399095113,12.194236771430646,63,4
DR2_JDE0_SI463,1.775,1.775,10.140845070422536,10.140845070422536,10.140845070422536,10.140845070422536,18,2
DR2_JDE0_SI490,4.935875,4.935875,13.574087674424494,13.811941144638853,14.01808951993197,13.811941144638853,67,3
DR2_JDE0_SX130,3.0703125,3.0703125,10.748091603053435,11.30016051364366,11.64258962011771,11.30016051364366,33,3
DR2_JDE0_SX220,4.265,4.265,11.488862837045723,11.488862837045719,11.488862837045719,11.488862837045719,49,2
DR2_JDE0_SX310,3.355,3.355,10.730253353204173,11.197511664074648,11.50855365474339,11.197511664074646,36,3
DR2_JDE0_SX40,3.455,3.455,13.314037626628075,13.314037626628078,13.314037626628078,13.314037626628078,46,2
DR2_JDE0_SX400,3.42,3.42,11.403508771929825,12.00808236312903,12.31598191090157,12.008082363129029,39,3
DR2_JEB0_SA1,3.0015,3.0015,12.327169748459104,12.570603473903256,12.910349513738481,12.570603473903256,37,3
DR2_JEB0_SA2,2.199375,2.199375,13.640238704177325,13.640238704177325,13.640238704177325,13.640238704177325,30,2
DR2_JEB0_SI1286,3.049375,3.049375,15.085058413609346,15.085058413609346,15.085058413609346,15.085058413609346,46,2
DR2_JEB0_SI1916,2.4226875,2.4226875,14.859530996052937,14.859530996052937,14.85953099605294,14.85953099605294,36,2
DR2_JEB0_SI656,2.047,2.047,19.052271617000486,19.052271617000486,19.052271617000486,19.052271617000486,39,2
DR2_JEB0_SX170,4.261875,4.261875,12.435841032409444,12.435841032409444,12.435841032409444,12.435841032409444,53,2
DR2_JEB0_SX206,2.563125,2.563125,15.215801024140454,15.215801024140452,15.21580102414045,15.21580102414045,39,2
DR2_JEB0_SX26,1.8830625,1.8830625,12.745195658667729,12.745195658667729,12.745195658667729,12.745195658667729,24,2
DR2_JEB0_SX296,2.2725,2.2725,14.081408140814082,14.081408140814082,14.081408140814082,14.081408140814082,32,2
DR2_JEB0_SX386,1.9121875,1.9121875,14.119954240889035,14.974003466204506,16.08318890814558,14.974003466204504,27,4
DR2_JHI0_SA1,3.04625,3.04625,11.161263848994665,11.36387374402039,11.698105324726871,11.36387374402039,34,3
DR2_JHI0_SA2,2.09725,2.09725,12.874001668852069,12.874001668852067,12.874001668852065,12.874001668852065,27,2
DR2_JHI0_SI1328,4.608125,4.608125,13.0204801302048,13.67151340805195,14.127230521653683,13.671513408051949,60,4
DR2_JHI0_SI555,1.8836875,1.8836875,14.864461329174823,14.864461329174823,14.864461329174823,14.864461329174823,28,2
DR2_JHI0_SI698,3.320625,3.320625,12.648221343873518,12.64822134387352,12.64822134387352,12.64822134387352,42,2
DR2_JHI0_SX158,1.798125,1.798125,15.015641293013555,15.015641293013553,15.015641293013555,15.015641293013555,27,2
DR2_JHI0_SX248,1.9468125,1.9468125,13.355163889691482,13.355163889691482,13.355163889691482,13.355163889691482,26,2
DR2_JHI0_SX338,2.884375,2.884375,11.094257854821235,12.02244816493296,12.398149670087115,12.02244816493296,32,3
DR2_JHI0_SX428,3.5066875,3.5066875,12.262284563423458,13.519621136198394,13.834030930063474,13.519621136198394,43,3
DR2_JHI0_SX68,2.1468125,2.1468125,15.371626539346126,15.371626539346122,15.371626539346122,15.371626539346122,33,2
DR2_JKL0_SA1,2.841875,2.841875,13.371453705740048,13.489527866524671,13.84451544195953,13.489527866524671,38,3
DR2_JKL0_SA2,2.433125,2.433125,13.151810942717699,13.151810942717699,13.151810942717699,13.151810942717699,32,2
DR2_JKL0_SI1562,0.98725,0.98725,17.219549252975437,17.219549252975437,17.219549252975437,17.219549252975437,17,2
DR2_JKL0_SI2192,1.2,1.2,14.166666666666668,14.166666666666668,14.166666666666666,14.166666666666666,17,2
DR2_JKL0_SI932,4.7226875,4.7226875,13.551605944708388,14.65432116433161,14.88329493252429,14.65432116433161,64,3
DR2_JKL0_SX122,3.239375,3.239375,15.435076210688791,15.435076210688793,15.435076210688795,15.435076210688795,50,2
DR2_JKL0_SX212,3.2124375,3.2124375,13.385474425572482,13.385474425572482,13.38547442557248,13.38547442557248,43,2
