,start,stop,utterance,duration_s,phone_rate,sample_id
11,37441,41150,with,0.2318125,4.313831221353465,DR3_DJH0_SX395
12,41150,44520,you,0.210625,4.747774480712166,DR3_DJH0_SX395
0,2220,5765,she,0.2215625,4.513399153737659,DR3_EME0_SA1
1,5765,10430,had,0.2915625,3.429796355841372,DR3_EME0_SA1
2,9800,11800,your,0.125,8.0,DR3_EME0_SA1
3,11800,17200,dark,0.3375,2.962962962962963,DR3_EME0_SA1
4,17200,24146,suit,0.434125,2.3034840195796145,DR3_EME0_SA1
5,24146,26193,in,0.1279375,7.816316560820713,DR3_EME0_SA1
6,26193,33211,greasy,0.438625,2.279851809632374,DR3_EME0_SA1
7,33211,38725,wash,0.344625,2.9017047515415304,DR3_EME0_SA1
8,39360,43800,water,0.2775,3.603603603603603,DR3_EME0_SA1
9,45998,50133,all,0.2584375,3.8694074969770256,DR3_EME0_SA1
10,50133,55229,year,0.3185,3.1397174254317113,DR3_EME0_SA1
0,2370,6308,don't,0.246125,4.062976130015236,DR3_EME0_SA2
1,6308,11237,ask,0.3080625,3.2460945425035503,DR3_EME0_SA2
2,11237,12720,me,0.0926875,10.78894133513149,DR3_EME0_SA2
3,12720,13865,to,0.0715625,13.973799126637555,DR3_EME0_SA2
4,13865,20120,carry,0.3909375,2.557953637090328,DR3_EME0_SA2
5,21000,22266,an,0.079125,12.638230647709321,DR3_EME0_SA2
6,22266,26520,oily,0.265875,3.7611659614480493,DR3_EME0_SA2
7,26520,32083,rag,0.3476875,2.876145964407694,DR3_EME0_SA2
8,32083,35718,like,0.2271875,4.401650618982119,DR3_EME0_SA2
9,35718,42260,that,0.408875,2.4457352491592785,DR3_EME0_SA2
0,2160,3040,the,0.055,18.181818181818183,DR3_EME0_SI1505
1,3040,8062,blow,0.313875,3.1859816806053365,DR3_EME0_SI1505
2,8062,16083,encountered,0.5013125,1.9947637451689313,DR3_EME0_SI1505
3,16083,22266,silky,0.3864375,2.5877405790069545,DR3_EME0_SI1505
4,22266,27240,hair,0.310875,3.216726980297547,DR3_EME0_SI1505
5,29075,30830,and,0.1096875,9.116809116809117,DR3_EME0_SI1505
6,30830,37280,hard,0.403125,2.4806201550387597,DR3_EME0_SI1505
7,37280,41215,bone,0.2459375,4.066073697585769,DR3_EME0_SI1505
0,2422,4120,you,0.106125,9.422850412249705,DR3_EME0_SI2135
1,4120,8522,feel,0.275125,3.634711494775102,DR3_EME0_SI2135
2,8522,12031,him,0.2193125,4.559703619264748,DR3_EME0_SI2135
3,12031,16760,every,0.2955625,3.3833791499259886,DR3_EME0_SI2135
4,16760,22520,mile,0.36,2.7777777777777777,DR3_EME0_SI2135
5,22520,29291,further,0.4231875,2.3630187564613796,DR3_EME0_SI2135
6,29291,34840,away,0.3468125,2.883402414849522,DR3_EME0_SI2135
0,2320,6140,look,0.23875,4.18848167539267,DR3_EME0_SI875
1,6140,8680,for,0.15875,6.299212598425196,DR3_EME0_SI875
2,8680,13201,these,0.2825625,3.5390400353904004,DR3_EME0_SI875
3,13201,21263,features,0.503875,1.9846192011907717,DR3_EME0_SI875
4,21765,24230,which,0.1540625,6.490872210953348,DR3_EME0_SI875
5,24892,27515,may,0.1639375,6.099885627144491,DR3_EME0_SI875
6,27515,31640,mean,0.2578125,3.878787878787879,DR3_EME0_SI875
7,31640,33086,you,0.090375,11.065006915629322,DR3_EME0_SI875
8,33086,36540,can,0.215875,4.632310364794441,DR3_EME0_SI875
9,36540,44040,save,0.46875,2.1333333333333333,DR3_EME0_SI875
10,53320,61910,duplicate,0.536875,1.8626309662398137,DR3_EME0_SI875
11,61910,70780,coverage,0.554375,1.8038331454340475,DR3_EME0_SI875
0,3980,5013,the,0.0645625,15.48886737657309,DR3_EME0_SX155
1,5013,10520,water,0.3441875,2.9053931360087164,DR3_EME0_SX155
2,10520,20770,contained,0.640625,1.5609756097560976,DR3_EME0_SX155
3,20770,22470,too,0.10625,9.411764705882353,DR3_EME0_SX155
4,22470,26440,much,0.248125,4.030226700251889,DR3_EME0_SX155
5,26440,34503,chlorine,0.5039375,1.9843730621356814,DR3_EME0_SX155
6,36613,40990,and,0.2735625,3.655471784327165,DR3_EME0_SX155
7,40990,43960,stung,0.185625,5.387205387205387,DR3_EME0_SX155
8,43960,47180,his,0.20125,4.968944099378882,DR3_EME0_SX155
9,47180,53870,eyes,0.418125,2.3916292974588935,DR3_EME0_SX155
0,2230,5840,does,0.225625,4.43213296398892,DR3_EME0_SX245
1,5840,12570,hindu,0.420625,2.37741456166419,DR3_EME0_SX245
2,14481,26402,ideology,0.7450625,1.342169281100579,DR3_EME0_SX245
3,28323,31720,honor,0.2123125,4.710038269060936,DR3_EME0_SX245
4,31720,41840,cows,0.6325,1.58102766798419,DR3_EME0_SX245
0,2190,6880,gus,0.293125,3.411513859275053,DR3_EME0_SX335
1,4490,9274,saw,0.299,3.3444816053511706,DR3_EME0_SX335
2,9274,15480,pine,0.387875,2.5781501772478244,DR3_EME0_SX335
3,15480,22110,trees,0.414375,2.4132730015082955,DR3_EME0_SX335
4,22110,23979,and,0.1168125,8.560727661851258,DR3_EME0_SX335
5,23979,34110,redwoods,0.6331875,1.5793110255650973,DR3_EME0_SX335
6,39880,41640,on,0.11,9.090909090909092,DR3_EME0_SX335
7,41640,43790,his,0.134375,7.441860465116279,DR3_EME0_SX335
8,44574,48560,walk,0.249125,4.014049172102358,DR3_EME0_SX335
9,48560,50890,through,0.145625,6.866952789699571,DR3_EME0_SX335
10,50890,58736,sequoia,0.490375,2.039255671679837,DR3_EME0_SX335
11,58736,65253,national,0.4073125,2.4551173852999844,DR3_EME0_SX335
12,65253,73960,forest,0.5441875,1.8376019294820258,DR3_EME0_SX335
0,10193,16940,movies,0.4216875,2.371424336742256,DR3_EME0_SX425
1,16940,22520,never,0.34875,2.867383512544803,DR3_EME0_SX425
2,22520,26151,have,0.2269375,4.406499586890664,DR3_EME0_SX425
3,26151,31210,enough,0.3161875,3.1626803716149436,DR3_EME0_SX425
4,31210,37830,villains,0.41375,2.416918429003021,DR3_EME0_SX425
0,3437,11040,challenge,0.4751875,2.104432460870709,DR3_EME0_SX65
1,12835,16290,each,0.2159375,4.630969609261939,DR3_EME0_SX65
2,16290,24630,general's,0.52125,1.9184652278177459,DR3_EME0_SX65
3,24630,37080,intelligence,0.778125,1.285140562248996,DR3_EME0_SX65
0,2340,5305,she,0.1853125,5.39629005059022,DR3_GCS0_SA1
1,5305,9357,had,0.25325,3.948667324777888,DR3_GCS0_SA1
2,8626,10569,your,0.1214375,8.234688625836336,DR3_GCS0_SA1
3,10569,15791,dark,0.326375,3.063960168517809,DR3_GCS0_SA1
4,15791,20909,suit,0.319875,3.1262211801484954,DR3_GCS0_SA1
5,20909,22714,in,0.1128125,8.86426592797784,DR3_GCS0_SA1
6,22714,28574,greasy,0.36625,2.73037542662116,DR3_GCS0_SA1
7,28574,34088,wash,0.344625,2.9017047515415304,DR3_GCS0_SA1
8,34947,38944,water,0.2498125,4.003002251688767,DR3_GCS0_SA1
9,40265,43115,all,0.178125,5.614035087719298,DR3_GCS0_SA1
10,43115,48348,year,0.3270625,3.057519587234856,DR3_GCS0_SA1
0,19482,22394,don't,0.182,5.4945054945054945,DR3_GCS0_SA2
1,22394,26276,ask,0.242625,4.121586810922205,DR3_GCS0_SA2
2,26776,28194,me,0.088625,11.283497884344147,DR3_GCS0_SA2
3,28194,29602,to,0.088,11.363636363636365,DR3_GCS0_SA2
4,29602,34214,carry,0.28825,3.469210754553339,DR3_GCS0_SA2
5,34214,35464,an,0.078125,12.8,DR3_GCS0_SA2
6,35464,40229,oily,0.2978125,3.3578174186778598,DR3_GCS0_SA2
7,40229,45370,rag,0.3213125,3.1122349737405175,DR3_GCS0_SA2
8,45370,48441,like,0.1919375,5.210029306414849,DR3_GCS0_SA2
9,48441,53684,that,0.3276875,3.051687964905588,DR3_GCS0_SA2
0,2212,3090,the,0.054875,18.223234624145785,DR3_GCS0_SI1486
1,3090,6475,fear,0.2115625,4.726735598227474,DR3_GCS0_SI1486
2,6475,8854,of,0.1486875,6.725514922236234,DR3_GCS0_SI1486
3,8854,17221,punishment,0.5229375,1.9122744113780326,DR3_GCS0_SI1486
4,17221,21426,just,0.2628125,3.8049940546967895,DR3_GCS0_SI1486
5,21426,24742,didn't,0.20725,4.825090470446321,DR3_GCS0_SI1486
6,24742,29409,bother,0.2916875,3.428326548103707,DR3_GCS0_SI1486
7,29409,32815,him,0.212875,4.697592483852025,DR3_GCS0_SI1486
0,2776,3988,is,0.07575,13.201320132013201,DR3_GCS0_SI2116
1,3988,6516,there,0.158,6.329113924050633,DR3_GCS0_SI2116
2,6516,9274,any,0.172375,5.8013052936910805,DR3_GCS0_SI2116
3,9274,14615,word,0.3338125,2.9956936903201647,DR3_GCS0_SI2116
4,13911,15415,you,0.094,10.638297872340425,DR3_GCS0_SI2116
5,15415,17253,would,0.114875,8.705114254624592,DR3_GCS0_SI2116
6,17253,20676,like,0.2139375,4.674262342973999,DR3_GCS0_SI2116
7,20676,21514,to,0.052375,19.093078758949883,DR3_GCS0_SI2116
8,22677,27274,offer,0.2873125,3.4805307809440937,DR3_GCS0_SI2116
9,27274,28574,in,0.08125,12.307692307692307,DR3_GCS0_SI2116
10,28574,30704,your,0.133125,7.511737089201878,DR3_GCS0_SI2116
11,30704,33485,own,0.1738125,5.753326141675656,DR3_GCS0_SI2116
12,33485,42573,defense,0.568,1.7605633802816902,DR3_GCS0_SI2116
0,2327,4232,put,0.1190625,8.398950131233596,DR3_GCS0_SI856
1,4232,5450,a,0.076125,13.136288998357964,DR3_GCS0_SI856
2,5450,11613,dollar,0.3851875,2.596138244361512,DR3_GCS0_SI856
3,11613,12883,and,0.079375,12.598425196850393,DR3_GCS0_SI856
4,12883,18491,cents,0.3505,2.8530670470756063,DR3_GCS0_SI856
5,19049,23178,limit,0.2580625,3.8750302736740134,DR3_GCS0_SI856
6,23178,25538,on,0.1475,6.779661016949153,DR3_GCS0_SI856
7,25538,35357,benefits,0.6136875,1.629493838476423,DR3_GCS0_SI856
0,4016,15237,scientific,0.7013125,1.4258978700650566,DR3_GCS0_SX136
1,15237,23101,progress,0.4915,2.034587995930824,DR3_GCS0_SX136
2,23101,27613,comes,0.282,3.546099290780142,DR3_GCS0_SX136
3,27613,30579,from,0.185375,5.394470667565745,DR3_GCS0_SX136
4,30579,31456,the,0.0548125,18.244013683010262,DR3_GCS0_SX136
5,31456,41142,development,0.605375,1.651868676440223,DR3_GCS0_SX136
6,41142,43177,of,0.1271875,7.862407862407862,DR3_GCS0_SX136
7,43177,45335,new,0.134875,7.414272474513439,DR3_GCS0_SX136
8,45335,56406,techniques,0.6919375,1.445217234215518,DR3_GCS0_SX136
0,2840,7686,steph,0.302875,3.30169211721007,DR3_GCS0_SX226
1,7686,11357,could,0.2294375,4.358485426314356,DR3_GCS0_SX226
2,11357,16208,barely,0.3031875,3.298289012574727,DR3_GCS0_SX226
3,16208,22140,handle,0.37075,2.6972353337828725,DR3_GCS0_SX226
4,22140,23770,the,0.101875,9.815950920245399,DR3_GCS0_SX226
5,23770,36595,psychological,0.8015625,1.2475633528265109,DR3_GCS0_SX226
6,36595,43734,trauma,0.4461875,2.24121025353691,DR3_GCS0_SX226
0,2327,6105,that,0.236125,4.235044997353097,DR3_GCS0_SX316
1,6105,11809,dog,0.3565,2.805049088359046,DR3_GCS0_SX316
2,11809,17503,chases,0.355875,2.8099754127151386,DR3_GCS0_SX316
3,17503,23124,cats,0.3513125,2.846468599893257,DR3_GCS0_SX316
4,23810,35174,mercilessly,0.71025,1.4079549454417457,DR3_GCS0_SX316
0,2121,3258,there,0.0710625,14.07211961301671,DR3_GCS0_SX406
1,3258,5973,was,0.1696875,5.893186003683241,DR3_GCS0_SX406
2,5973,7185,a,0.07575,13.201320132013201,DR3_GCS0_SX406
3,7185,16702,gigantic,0.5948125,1.681202059472523,DR3_GCS0_SX406
4,16702,23108,wasp,0.400375,2.497658445207618,DR3_GCS0_SX406
5,23108,26556,next,0.2155,4.640371229698376,DR3_GCS0_SX406
6,26556,27697,to,0.0713125,14.022787028921998,DR3_GCS0_SX406
7,28825,33755,irving's,0.308125,3.245436105476674,DR3_GCS0_SX406
8,33755,37334,big,0.2236875,4.470522492316289,DR3_GCS0_SX406
9,37334,41554,top,0.26375,3.7914691943127963,DR3_GCS0_SX406
10,41554,46627,hat,0.3170625,3.1539522964715156,DR3_GCS0_SX406
0,2494,5431,that,0.1835625,5.447735784814437,DR3_GCS0_SX46
1,5431,14203,pickpocket,0.54825,1.823985408116735,DR3_GCS0_SX46
2,14203,16259,was,0.1285,7.782101167315175,DR3_GCS0_SX46
3,16259,20177,caught,0.244875,4.08371618172537,DR3_GCS0_SX46
4,20177,23088,red,0.1819375,5.496392992098935,DR3_GCS0_SX46
5,23088,30737,handed,0.4780625,2.091776702836972,DR3_GCS0_SX46
0,7477,11947,she,0.279375,3.579418344519016,DR3_GRW0_SA1
1,11947,16600,had,0.2908125,3.4386417365140773,DR3_GRW0_SA1
2,15916,17880,your,0.12275,8.146639511201629,DR3_GRW0_SA1
3,17880,23520,dark,0.3525,2.8368794326241136,DR3_GRW0_SA1
4,23520,30621,suit,0.4438125,2.253203774116322,DR3_GRW0_SA1
5,30621,33754,in,0.1958125,5.1069262687519945,DR3_GRW0_SA1
6,33754,41023,greasy,0.4543125,2.2011280781400466,DR3_GRW0_SA1
7,41023,48520,wash,0.4685625,2.134187008136588,DR3_GRW0_SA1
8,48520,54319,water,0.3624375,2.7590963959303325,DR3_GRW0_SA1
9,56150,59240,all,0.193125,5.177993527508091,DR3_GRW0_SA1
10,59240,65160,year,0.37,2.7027027027027026,DR3_GRW0_SA1
0,2142,5761,don't,0.2261875,4.421110804089527,DR3_GRW0_SA2
1,5761,9706,ask,0.2465625,4.055766793409379,DR3_GRW0_SA2
2,10254,12520,me,0.141625,7.0609002647837595,DR3_GRW0_SA2
3,12520,13640,to,0.07,14.285714285714285,DR3_GRW0_SA2
4,13640,18130,carry,0.280625,3.5634743875278394,DR3_GRW0_SA2
5,18130,19467,an,0.0835625,11.967090501121914,DR3_GRW0_SA2
6,19467,25650,oily,0.3864375,2.5877405790069545,DR3_GRW0_SA2
7,25650,32334,rag,0.41775,2.39377618192699,DR3_GRW0_SA2
8,32334,35718,like,0.2115,4.7281323877068555,DR3_GRW0_SA2
9,35718,41441,that,0.3576875,2.795736501834702,DR3_GRW0_SA2
0,4360,5800,you,0.09,11.11111111111111,DR3_GRW0_SI1152
1,5800,8856,could,0.191,5.2356020942408374,DR3_GRW0_SI1152
2,8856,15160,also,0.394,2.5380710659898478,DR3_GRW0_SI1152
3,15160,20840,say,0.355,2.8169014084507045,DR3_GRW0_SI1152
4,20840,26200,that,0.335,2.9850746268656714,DR3_GRW0_SI1152
5,26200,29451,in,0.2031875,4.92156259612427,DR3_GRW0_SI1152
6,29451,32543,these,0.19325,5.174644243208279,DR3_GRW0_SI1152
7,32543,42530,pamphlets,0.6241875,1.6020827075197757,DR3_GRW0_SI1152
8,42530,46040,is,0.219375,4.5584045584045585,DR3_GRW0_SI1152
9,46040,46791,a,0.0469375,21.30492676431425,DR3_GRW0_SI1152
10,46791,55643,relieving,0.55325,1.807501129688206,DR3_GRW0_SI1152
11,55643,65422,quality,0.6111875,1.6361591164740772,DR3_GRW0_SI1152
12,66021,67553,of,0.09575,10.443864229765014,DR3_GRW0_SI1152
13,67553,79507,maturity,0.747125,1.3384641124309853,DR3_GRW0_SI1152
0,2120,4762,there,0.165125,6.056018168054504,DR3_GRW0_SI1782
1,4762,7160,was,0.149875,6.6722268557130935,DR3_GRW0_SI1782
2,7160,8856,a,0.106,9.433962264150944,DR3_GRW0_SI1782
3,8856,15160,thick,0.394,2.5380710659898478,DR3_GRW0_SI1782
4,16125,26360,squashy,0.6396875,1.5632633121641428,DR3_GRW0_SI1782
5,26360,34203,crack,0.4901875,2.040035700624761,DR3_GRW0_SI1782
6,34203,36804,of,0.1625625,6.151480199923107,DR3_GRW0_SI1782
7,36804,43965,fist,0.4475625,2.2343248149699764,DR3_GRW0_SI1782
8,43965,46848,on,0.1801875,5.549774540409296,DR3_GRW0_SI1782
9,46848,56760,flesh,0.6195,1.6142050040355125,DR3_GRW0_SI1782
0,8600,11237,how,0.1648125,6.067500948047023,DR3_GRW0_SI1990
1,11237,14370,will,0.1958125,5.1069262687519945,DR3_GRW0_SI1990
2,14370,18120,we,0.234375,4.266666666666667,DR3_GRW0_SI1990
3,18120,24520,work,0.4,2.5,DR3_GRW0_SI1990
4,24520,26903,it,0.1489375,6.714225765841376,DR3_GRW0_SI1990
5,26903,34088,out,0.4490625,2.2268615170494086,DR3_GRW0_SI1990
0,15240,18466,her,0.201625,4.9597024178549285,DR3_GRW0_SX162
1,19928,28743,auburn,0.5509375,1.8150879183210438,DR3_GRW0_SX162
2,28743,34680,hair,0.3710625,2.6949637864241196,DR3_GRW0_SX162
3,32546,43155,reminded,0.6630625,1.508153454614007,DR3_GRW0_SX162
4,43155,48168,him,0.3133125,3.1917015759026532,DR3_GRW0_SX162
5,48168,51845,of,0.2298125,4.351373402230079,DR3_GRW0_SX162
6,51845,59568,autumn,0.4826875,2.071733782208986,DR3_GRW0_SX162
7,59568,67080,leaves,0.4695,2.1299254526091587,DR3_GRW0_SX162
0,2040,3640,the,0.1,10.0,DR3_GRW0_SX252
1,3640,11880,gorgeous,0.515,1.941747572815534,DR3_GRW0_SX252
2,11880,21480,butterfly,0.6,1.6666666666666667,DR3_GRW0_SX252
3,22360,24880,ate,0.1575,6.349206349206349,DR3_GRW0_SX252
4,24880,26200,a,0.0825,12.121212121212121,DR3_GRW0_SX252
5,26200,30680,lot,0.28,3.571428571428571,DR3_GRW0_SX252
6,30680,32584,of,0.119,8.403361344537815,DR3_GRW0_SX252
7,32584,39895,nectar,0.4569375,2.1884831076460127,DR3_GRW0_SX252
0,3080,7380,take,0.26875,3.7209302325581395,DR3_GRW0_SX342
1,7380,13880,charge,0.40625,2.4615384615384617,DR3_GRW0_SX342
2,13880,17160,of,0.205,4.878048780487805,DR3_GRW0_SX342
3,17160,24062,choosing,0.431375,2.3181686467690525,DR3_GRW0_SX342
4,24062,26447,her,0.1490625,6.708595387840671,DR3_GRW0_SX342
5,26447,34131,bride's,0.48025,2.082248828735034,DR3_GRW0_SX342
6,34131,39812,maids',0.3550625,2.816405562400986,DR3_GRW0_SX342
7,39812,48704,gowns,0.55575,1.799370220422852,DR3_GRW0_SX342
0,2040,8731,coffee,0.4181875,2.3912718577193246,DR3_GRW0_SX432
1,9299,11906,is,0.1629375,6.137322593018795,DR3_GRW0_SX432
2,11906,16626,grown,0.295,3.3898305084745766,DR3_GRW0_SX432
3,16626,19800,on,0.198375,5.040957781978576,DR3_GRW0_SX432
4,19800,28440,steep,0.54,1.8518518518518516,DR3_GRW0_SX432
5,28440,35000,jungle,0.41,2.4390243902439024,DR3_GRW0_SX432
6,35000,38940,like,0.24625,4.060913705583756,DR3_GRW0_SX432
7,38940,47542,slopes,0.537625,1.860032550569635,DR3_GRW0_SX432
8,47542,50514,in,0.18575,5.383580080753701,DR3_GRW0_SX432
9,50514,59560,temperate,0.565375,1.7687375635640064,DR3_GRW0_SX432
10,59560,68221,zones,0.5413125,1.8473617365200323,DR3_GRW0_SX432
0,3880,11720,spring,0.49,2.0408163265306123,DR3_GRW0_SX72
1,11720,19560,street,0.49,2.0408163265306123,DR3_GRW0_SX72
2,19560,23644,is,0.25525,3.9177277179236047,DR3_GRW0_SX72
3,23644,28480,straight,0.30225,3.3085194375516953,DR3_GRW0_SX72
4,28480,34757,ahead,0.3923125,2.548988370240561,DR3_GRW0_SX72
0,2287,5400,she,0.1945625,5.139736588499839,DR3_JLG0_SA1
1,5400,9560,had,0.26,3.846153846153846,DR3_JLG0_SA1
2,8840,10920,your,0.13,7.692307692307692,DR3_JLG0_SA1
3,10920,15600,dark,0.2925,3.418803418803419,DR3_JLG0_SA1
4,15600,22725,suit,0.4453125,2.245614035087719,DR3_JLG0_SA1
5,23599,25315,in,0.10725,9.324009324009324,DR3_JLG0_SA1
6,25315,31320,greasy,0.3753125,2.6644462947543714,DR3_JLG0_SA1
7,31320,37329,wash,0.3755625,2.6626726576801465,DR3_JLG0_SA1
8,38105,43072,water,0.3104375,3.2212603180994566,DR3_JLG0_SA1
9,43982,47418,all,0.21475,4.656577415599535,DR3_JLG0_SA1
10,47418,53800,year,0.398875,2.5070510811657787,DR3_JLG0_SA1
0,1880,4440,don't,0.16,6.25,DR3_JLG0_SA2
1,4440,9026,ask,0.286625,3.488879197557784,DR3_JLG0_SA2
2,9026,10240,me,0.075875,13.179571663920923,DR3_JLG0_SA2
3,10240,11240,to,0.0625,16.0,DR3_JLG0_SA2
4,11240,16584,carry,0.334,2.994011976047904,DR3_JLG0_SA2
5,16584,18159,an,0.0984375,10.158730158730158,DR3_JLG0_SA2
6,18159,22767,oily,0.288,3.4722222222222223,DR3_JLG0_SA2
7,22767,28278,rag,0.3444375,2.9032843404100888,DR3_JLG0_SA2
8,28278,31659,like,0.2113125,4.732327713694174,DR3_JLG0_SA2
9,31659,38090,that,0.4019375,2.4879489970455606,DR3_JLG0_SA2
0,3160,5848,they,0.168,5.952380952380952,DR3_JLG0_SI1506
1,5848,8123,were,0.1421875,7.032967032967033,DR3_JLG0_SI1506
2,8123,18307,pursuing,0.6365,1.5710919088766695,DR3_JLG0_SI1506
3,18307,22877,him,0.285625,3.50109409190372,DR3_JLG0_SI1506
0,2280,5672,his,0.212,4.716981132075472,DR3_JLG0_SI1889
1,5672,12009,legs,0.3960625,2.5248540318762824,DR3_JLG0_SI1889
2,12009,18882,pumped,0.4295625,2.327949949076095,DR3_JLG0_SI1889
3,18882,32119,furiously,0.8273125,1.2087330966231018,DR3_JLG0_SI1889
4,35480,38920,his,0.215,4.651162790697675,DR3_JLG0_SI1889
5,38920,43159,long,0.2649375,3.77447511205473,DR3_JLG0_SI1889
6,43159,47834,black,0.2921875,3.4224598930481283,DR3_JLG0_SI1889
7,47834,54280,hair,0.402875,2.4821594787465098,DR3_JLG0_SI1889
8,54280,61080,streamed,0.425,2.3529411764705883,DR3_JLG0_SI1889
9,61080,64920,out,0.24,4.166666666666667,DR3_JLG0_SI1889
10,64920,71836,behind,0.43225,2.313475997686524,DR3_JLG0_SI1889
11,71836,74048,him,0.13825,7.2332730560578655,DR3_JLG0_SI1889
0,2474,6016,yes,0.221375,4.517221908526256,DR3_JLG0_SI2306
1,6428,11160,ma'am,0.29575,3.3812341504649197,DR3_JLG0_SI2306
2,11160,13128,it,0.123,8.130081300813009,DR3_JLG0_SI2306
3,13128,16960,sure,0.2395,4.175365344467641,DR3_JLG0_SI2306
4,16960,26402,was,0.590125,1.6945562380851513,DR3_JLG0_SI2306
0,2172,3300,we,0.0705,14.184397163120568,DR3_JLG0_SX179
1,3300,6939,could,0.2274375,4.396812311074472,DR3_JLG0_SX179
2,6939,12840,barely,0.3688125,2.7114048466361633,DR3_JLG0_SX179
3,12840,17269,see,0.2768125,3.6125536238428535,DR3_JLG0_SX179
4,17269,19240,the,0.1231875,8.117706747843734,DR3_JLG0_SX179
5,19240,29840,fjords,0.6625,1.509433962264151,DR3_JLG0_SX179
6,29840,31800,through,0.1225,8.16326530612245,DR3_JLG0_SX179
7,31800,33480,the,0.105,9.523809523809524,DR3_JLG0_SX179
8,33480,38907,snow,0.3391875,2.948221853694491,DR3_JLG0_SX179
9,38907,48488,flurries,0.5988125,1.6699718192255506,DR3_JLG0_SX179
0,1960,3851,do,0.1181875,8.461131676361713,DR3_JLG0_SX269
1,4698,15020,atypical,0.645125,1.550087192404573,DR3_JLG0_SX269
2,15020,24475,farmers,0.5909375,1.6922263352723426,DR3_JLG0_SX269
3,24475,28522,grow,0.2529375,3.9535458364220415,DR3_JLG0_SX269
4,29655,37347,oats,0.48075,2.080083203328133,DR3_JLG0_SX269
0,2280,3415,the,0.0709375,14.09691629955947,DR3_JLG0_SX359
1,3415,10971,system,0.47225,2.1175224986765486,DR3_JLG0_SX359
2,9628,12662,may,0.189625,5.273566249176006,DR3_JLG0_SX359
3,12662,17480,break,0.301125,3.3208800332088004,DR3_JLG0_SX359
4,17480,21556,down,0.25475,3.925417075564279,DR3_JLG0_SX359
5,21556,29810,soon,0.515875,1.938454082868912,DR3_JLG0_SX359
6,29810,32360,so,0.159375,6.274509803921569,DR3_JLG0_SX359
7,32360,37480,save,0.32,3.125,DR3_JLG0_SX359
8,37480,39052,your,0.09825,10.178117048346056,DR3_JLG0_SX359
9,39052,46147,files,0.4434375,2.255109231853418,DR3_JLG0_SX359
10,46147,55240,frequently,0.5683125,1.759595293082591,DR3_JLG0_SX359
0,2120,6624,ralph,0.2815,3.5523978685612794,DR3_JLG0_SX449
1,6624,18021,prepared,0.7123125,1.4038782135649732,DR3_JLG0_SX449
2,18021,21150,red,0.1955625,5.113454777884308,DR3_JLG0_SX449
3,21150,29618,snapper,0.52925,1.889466225791214,DR3_JLG0_SX449
4,29618,33838,with,0.26375,3.7914691943127963,DR3_JLG0_SX449
5,33838,39725,fresh,0.3679375,2.7178528962119928,DR3_JLG0_SX449
6,39725,44496,lemon,0.2981875,3.3535946342485854,DR3_JLG0_SX449
7,44496,51976,sauce,0.4675,2.13903743315508,DR3_JLG0_SX449
8,51976,54120,for,0.134,7.462686567164178,DR3_JLG0_SX449
9,54120,58517,dinner,0.2748125,3.638844666818285,DR3_JLG0_SX449
0,2289,4413,it's,0.13275,7.532956685499058,DR3_JLG0_SX89
1,4413,8271,hard,0.241125,4.147226542249871,DR3_JLG0_SX89
2,8271,9565,to,0.080875,12.364760432766614,DR3_JLG0_SX89
3,9565,14788,tell,0.3264375,3.0633735401110473,DR3_JLG0_SX89
4,14788,15960,an,0.07325,13.651877133105803,DR3_JLG0_SX89
5,15960,25529,original,0.5980625,1.6720660466088408,DR3_JLG0_SX89
6,25529,28699,from,0.198125,5.047318611987381,DR3_JLG0_SX89
7,28699,29960,a,0.0788125,12.688342585249803,DR3_JLG0_SX89
8,29960,40418,forgery,0.653625,1.5299292407726142,DR3_JLG0_SX89
0,2040,5000,she,0.185,5.405405405405405,DR3_JLR0_SA1
1,5000,11000,had,0.375,2.6666666666666665,DR3_JLR0_SA1
2,11000,12520,your,0.095,10.526315789473685,DR3_JLR0_SA1
3,12520,17530,dark,0.313125,3.193612774451098,DR3_JLR0_SA1
4,17530,22851,suit,0.3325625,3.0069535801541067,DR3_JLR0_SA1
5,22851,25232,in,0.1488125,6.719865602687947,DR3_JLR0_SA1
6,25232,32599,greasy,0.4604375,2.1718474277182027,DR3_JLR0_SA1
7,32599,39185,wash,0.411625,2.429395687822654,DR3_JLR0_SA1
8,39767,46033,water,0.391625,2.5534631343759973,DR3_JLR0_SA1
9,46618,49960,all,0.208875,4.78755236385398,DR3_JLR0_SA1
10,49960,55880,year,0.37,2.7027027027027026,DR3_JLR0_SA1
0,1960,6851,don't,0.3056875,3.271314659578818,DR3_JLR0_SA2
1,6851,12825,ask,0.373375,2.678272514228323,DR3_JLR0_SA2
2,12825,14788,me,0.1226875,8.15078960774325,DR3_JLR0_SA2
3,14788,16440,to,0.10325,9.685230024213075,DR3_JLR0_SA2
4,16440,22976,carry,0.4085,2.4479804161566707,DR3_JLR0_SA2
5,22976,25145,an,0.1355625,7.376671277086214,DR3_JLR0_SA2
6,25145,31289,oily,0.384,2.6041666666666665,DR3_JLR0_SA2
7,31289,37400,rag,0.3819375,2.6182294223531337,DR3_JLR0_SA2
8,37400,41320,like,0.245,4.081632653061225,DR3_JLR0_SA2
9,41320,49240,that,0.495,2.0202020202020203,DR3_JLR0_SA2
0,2339,4469,and,0.133125,7.511737089201878,DR3_JLR0_SI1231
